text,label,source
"meter # 0071 the volume on deal # 138550 , north central oil corporation , has been revised from 14 , 500 to 15 , 000 / d effective 11 / 1 / 00 . bob",safe,combined_kaggle
"down . load - dvd , mp 3 , music , play - station , x box , movies still in theaters , mature movies , software download - - movies still in theaters , mature movies , software , dvd , music , x box a must - see - http : / / www . . com / crstms . html no more adz , thanks : - http : / / www . . com / crstms . html / postmark . html t 309 px 37 chalky referred tractor",spam,combined_kaggle
"twenty biggest customers thanks for the help , but i don ' t think i asked the right question . i need the the twenty biggest customers on the purchase side . sorry for the misuderstanding . if you could send a list that would be great . no hurry , sorry again for the inconvenience .",safe,combined_kaggle
"defs may 2001 daren : please enter a demand fee on deal 157278 for may 2001 in the amount of $ 369 . 69 . we need to bill defs for the remaining excess and over delivery charges . also , i was going back over my calc sheets and i found an error in oct 2000 . please enter a demand fee for $ 647 . 35 on deal 157278 for oct 2000 . thanks , megan",safe,combined_kaggle
"alloc . except - mtr 1491 daren , meter 1491 has steady flow for the first 13 days of the month . it is the shanghai energy gas lift sales mtr . previously , these volumes have been placed on the strangers agreement , but , i don ' t know that that is correct . the volume is steady between 150 and 200 per day . if i should be asking someone else , please let me know . thank you for all of your assistance and patience , mary jane",safe,combined_kaggle
revised revised spreadsheet swing deal number has been added for chevron,safe,combined_kaggle
"this was the one recommended to me finally ! i have always worried about the size of my penis . when i have sex , even though she says that the sex is good , i know that what she really wants is an extra inch ! 3 months ago i found the extender . i just put it on whilst i ' m driving the car and when i ' m sleeping . it stays hidden under my clothes and it is really surprisingly comfortable and soft . i could tell that my penis was getting longer and heavier , but i thought that when i took it back off i would shrink back to original size . i was really surprised ! i have been 4 . 5 long since adolescence when i took off the extender i was measuring 6 . 5 after not wearing the extender for a week , i am still 6 long ! the lengthening is permanent ! i could not believe the results of this device . i am back to wearing it again and i ' m still getting larger ! my girlfriend says it is the best product i ' ve ever bought , and she always reminds me to put it on if i forget ! take a peek . . . we know it works . there ' s a total guarantee with it , too . if you are not completely satisfied with your length gain and comfort you get your money back . every penny . no - one sends them back ! the extender correct the curve of the penis too , straightening out sharp bends as new cells grow ! check it out",spam,combined_kaggle
"re : meter 0980438 - acock production ? ? ? ? ? ? mary , i have paid ccgm manually for both july and august production . sept production is due on the 31 st .",safe,combined_kaggle
"account # 20367 s tue , 28 jun 2005 11 : 41 : 41 - 0800 hello , we sent you an email a while ago , because you now qualify for a much lower rate based on the biggest rate drop in years . you can now get $ 327 , 000 for as little as $ 617 a month ! bad credit ? doesn ' t matter , ^ low rates are fixed no matter what ! follow this link to process your application and a 24 hour approval : http : / / www . ddrefi . net / ? id = al 7 best regards , harrison neely http : / / www . ddrefi . net / book . php",spam,combined_kaggle
"tuesday , december 26 th daren , the following logistics personnel will be in the office on tuesday : mary poorman mark mccoy eddie janzen tom acton aimee lannou if you think we need more or less people , please let me know and i will keep the group informed . thanks , mary",safe,combined_kaggle
"hpl nom for june 17 , 2000 ( see attached file : hplo 617 . xls ) - hplo 617 . xls",safe,combined_kaggle
"nom / actual flow for 2 / 20 / 01 we agree - - - - - - - - - - - - - - - - - - - - - - forwarded by melissa jones / texas utilities on 02 / 21 / 2001 04 : 03 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" eileen ponton "" on 02 / 21 / 2001 10 : 39 : 05 am to : david avila / lsp / enserch / us @ tu , charlie stone / texas utilities @ tu , melissa jones / texas utilities @ tu cc : subject : nom / actual flow for 2 / 20 / 01 nom = 16 , 667 teco tap actual flow = 15 , 652 all volumes are in mmbtu ' s",safe,combined_kaggle
"have the ability to attract members of the opposite sex improve your sex appeal 1 , 000 % i ' ve experimented with a myriad of pheromones products and along the way i ' ve discovered quite a few things . one that products containing three different pheromones work the best and two that you offer is by far the most potent triple blend formula on the market . outstanding ! edward , new jersey usa cnn : study finds proof that humans react to pheromones . the power of smell is undeniable , as the multi - b i l l i o n dollar perfume industry testifies . http : / / www . . com / p / detailed information or to un - subscribe or to see our address . he ate his daily tablet , and after watching the red glow fade in the western sky and the gray shadows of night settle around him he stretched himself comfortably upon the grass and went to sleep . the events of the day must have deepened his slumber , for when he awoke the sun was shining almost directly over him , showing that the day was well advanced he stood up , rubbed the sleep from his eyes and decided he would like a drink of water",spam,combined_kaggle
"me again did you survive bid week ? ? i hear you lost another employee ( stacey ) . if you need someone to work for you i suppose i ' m free ( in a freedom sense , not $ ) . do you have any staff left ? ? just giving you a hard time . ( like you need one ) ? gotta run . almost have my * & % $ # ! ! @ # taxes done . if people had to write a ? personal check every quarter for their taxes there would be some big ? changes . it sucks . ? ? ? later , ? ken ? ? ? ?",safe,combined_kaggle
meter 6884 volume management was wondering if deals 137870 and 235670 needed to be extended into 2001 . these are deals with teco . let me know if you need me to extend them .,safe,combined_kaggle
"flow change for fuels cotton valley redeliveries into hpl saturday , march 3 , the redeliveries into hpl from fuels cotton valley for the eastrans deal will increase to approximately 19500 mmbtu / dy . this change should continue through march 5 th or 6 th . the reason for the change is an operational emergency . defs typically delivers approximately 12200 mmbtu / dy into txu lone star . this delivery will not be able to occur because the alford b compressor needs to get into the shop for maintenance . this compressor will be out of commission for the month of march . the busby compressor will compress the usual 7300 mmbtu / dy of fuels cotton valley redelivery gas as well as the 12200 mmbtu / dy of txu lone star redelivery gas . a different redelivery point with txu lone star is being established and should be available by march 5 th or 6 th . at this point in time , we will take the hpl fuels cotton valley redelivery gas to zero and balance the redeliveries between the two points . therefore , defs will not change the delivery or redelivery nominations in place for eastrans . after the new txu lone star redelivery point is put into place and the points are volume balanced , it is our intent to have redeliveries of 7300 mmbtu / dy from fuels cotton valley and 22700 mmbtu / dy into pg & e ( which is what is in place effective 3 / 1 / 01 ) for eastrans .",safe,combined_kaggle
"enron / hpl actuals for sept . 7 , 2000 teco tap 88 . 750 / hpl iferc ; 36 . 250 / enron ls hpl lsk ic 3 . 750 / enron",safe,combined_kaggle
"updated spreadsheet here are the updates for may . you will notice i have not added the extra deals for equistar chemical because it didn ' t effect the whole month , plus i only found the split out for the sale upto 4 / 00 not the purchase . julie",safe,combined_kaggle
"follow up 1 / 2 day off - site please hold thursday , march 9 th 11 : 30 - 5 : 00 pm as tentative for the follow up meeting to our off - site . as soon as i have more concrete information i will let you know . note : if i manage your calendar , it has been updated . thank you ! yvette x 3 . 5953",safe,combined_kaggle
"republic royalty 5 / 00 this deal was terminated by nelson ferries . ami - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 28 / 2000 10 : 42 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : megan parker 06 / 28 / 2000 10 : 28 am to : ami chokshi / corp / enron @ enron , o ' neal d winfree / hou / ect @ ect cc : subject : republic royalty 5 / 00 republic royalty is one of my ces deals . they sent me an invoice for may 2000 production , but i do not see a deal for may . does either of you know if this deal was extended under a new deal number ? megan",safe,combined_kaggle
"pictures i had computer problems today , which snarf ' d all the addresses that i have previous e - mailed you folks . none of those previous http address are valid any more . so , look to http : / / 24 . 27 . 98 . 30 / pictures / index . htm to find a table of contents of july pictures . i ' ll try to keep this updated , as new pictures are posted . thanks , ram tackett , ( mailto : rtackett @ abacustech . net ) owner , abacus technologies 17611 loring lane , spring , tx 77388 - 5746 ( 281 ) 651 - 7106 ; fax ( 281 ) 528 - 8636 web : http : / / www . abacustech . net - ram tackett ( e - mail ) . vcf",safe,combined_kaggle
"hpl meter # 980070 rusk d / p - lone star hpl daren : during the period of 11 / 4 / 99 to 12 / 4 / 99 , the above meter has recorded flow on the following days : days mmbtus 11 / 4 / 99 2 , 813 11 / 7 / 99 4 , 248 11 / 8 / 99 2 , 287 11 / 10 / 99 23 11 / 24 / 99 100 11 / 25 / 99 421 11 / 26 / 99 3 , 611 11 / 27 / 99 989 11 / 28 / 99 7 12 / 1 / 99 1 , 825 12 / 5 / 99 205 30 , 287 deal # 127445 was at this meter for only 1 day ( november 3 , 1999 ) . deal # 129706 was at this meter for only 1 day ( november 16 , 1999 ) . deal # 133219 was at this meter for only 2 days ( december 1 & 2 , 1999 ) . currently , these volumes are being booked under the hpl strangers gas contract . logistics needs either ( 1 ) have some or all of these deals extended , ( 2 ) new deal , or ( 3 ) approval to write - off these volumes to unaccounted for gas . ( please print , sign , and return original to clem cernosek ) . deal / deal ticket # / customer ( seller / buyer ) or approval to write - off the volumes to unaccounted for gas loss thanks , clem",safe,combined_kaggle
"lacy ' s eye exam please respond to hi bubba ! lacy got her eye exam yesterday . he said that she is very near sighted , but the diabetes has not affected her eyes at all . that was a relief . she ' s been having headaches , so i was concerned . they probably have been from her blood sugars being out of control . she is doing so much better now . i have stopped waking her up to check it in the night & the levels are so much better . she ' s acting a lot more like her old self now . a lot nicer to me . i guess her sugars out of control & all the stress of tiger dolls was what was wrong with her . she doesn ' t say the cruel things to me that she used to . i knew something had to be wrong with her . i thought surely i had not raised a child with such a mean spirit . anyway things are a lot better . tell cole that mimi hopes his eye appointment goes as well as lacy ' s . let him call to tell me about it . i hope he gets his teary eye "" fixed "" . lacy ' s eye doctor talked more about her teeth almost than he did her eyes . he couldn ' t believe her teeth are so perfect without braces . and she is so tanned , you can see her a mile away with those white teeth shining when she smiles . she has a dentist appointment for cleaning at the first part of next week . we ' ll talk later about when we are coming to your house . i ' m going to longview to a singles retreat sat . in case you call & i ' m not there . will be home sat . night . love ya , maw",safe,combined_kaggle
"re : no / actual vols for 5 / 22 / 01 we agree "" eileen ponton "" on 05 / 23 / 2001 02 : 23 : 15 pm to : david avila / lsp / enserch / us @ tu , charlie stone / energy / txu @ tu , melissa jones / texas utilities @ tu , hpl . scheduling @ enron . com , liz . bellamy @ enron . com , szajac @ enron . com cc : subject : no / actual vols for 5 / 22 / 01 nom mcf mmbtu 27 , 500 26 , 406 27 , 119",safe,combined_kaggle
"meter 1601 daren - meter 1601 has flow from 11 / 8 - 11 / 10 . there is no deal for these days . last deal used was for oct . - 413538 , counterparty southern union . will you let me know if you set a deal up for this ? thanks . aimee",safe,combined_kaggle
"hpl nom for november 23 , 2000 ( see attached file : hplnl 123 . xls ) - hplnl 123 . xls",safe,combined_kaggle
"hello again hi darren , did you successfully receive the information i sent to you . i would appreciate a response so that i know your needs . i am sure your schedule is as busy as mine and i am committed to providing dedicated service to all my clients and in return i request your loyalty . please direct your questions and concerns in my direction and let me know in what areas you would like my assistance . please send me your reply so that i may better ascertain your needs . thank you . iona alphonso always in tune with your needs oh , by the way . . . if you know of someone thinking about buying or selling a home , please call me with their name and number - thanks a million ! ! prudential , gary greene realtors 3910 fm 1960 west , suite 100 houston , texas 77068 voice mail : 281 - 857 - 2485 x 535 pager : 281 - 551 - 6549 office : 281 - 444 - 5140 fax : 281 - 444 - 0630 web site : http : / / www . ionaalphonso . com resume : http : / / www . har . com / ionaalphonso gary greene web site : http : / / www . garygreene . com please view my monthly newsletter at http : / / homeownernews . com / c / ionaalphonso",safe,combined_kaggle
"hpl nom for march 24 - 26 , 2001 ( see attached file : hplno 324 . xls ) - hplno 324 . xls",safe,combined_kaggle
"united oil & minerals , inc . please establish a spot ticket for united oil & minerals , inc . at meter 5053 for january . the ticket will be priced at 100 % if / hsc less $ 0 . 14 and provide for 1 , 400 mmbtu / d . this spot deal will be executed under globla contract 96002441 . please call if i can be of any additional assistance . thanks ! donald x 37008",safe,combined_kaggle
"quality and cheap meds here , paliourg greetings , white man ! : ) hatred is gained as much by good works as by evil . he who has not christmas in his heart will never find it under a tree . paliourg , meds without perscription only here http : / / unconsideredness . ermndbs . com / g 73 / index . php ? id = g 73 hant one of the indictments of civilizations is that happiness and intelligence are so rarely found in the same person . happy he who learns to bear what he cannot change . whenever a man ' s friends begin to compliment him about looking young , he may be sure that they think he is growing old . to refuse graciously is to confer a favor .",spam,combined_kaggle
"enron actuals for july 13 , 2000 teco tap 10 . 000 / enron ; 60 . 000 / hpl iferc ls hpl katy 30 . 000 / enron",safe,combined_kaggle
"29 th changes - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 02 / 28 / 2000 11 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - - troy _ a _ benoit @ reliantenergy . com on 02 / 28 / 2000 10 : 56 : 05 am to : "" ami chokshi "" cc : subject : 29 th changes the gas we moved over the weekend @ exxon katy . we moved 5 , 000 from midcon and 5 , 000 from hpl to tejas . for the 29 th we need to move that 10 , 000 from tejas to midcon k # 101574 . thanks",safe,combined_kaggle
"fw : crosstex energy , driscoll ranch # 1 , # 3 , meter nos . 9858 and 9868 please note the following for april production regarding the crosstex contract : 96048744 at the above referenced location . thank you , melissa - - - - - original message - - - - - from : bubert , jerry sent : thursday , march 22 , 2001 2 : 19 pm to : taylor , vance l . cc : flynn , shawna ; graves , melissa ; harris , joanne ; reinhardt , donald p . ; riley , brian ; smith , susan ; sweeney , christy ; walker , robert ; weissman , george subject : crosstex energy , driscoll ranch # 1 , # 3 , meter nos . 9858 and 9868 per section 2 . 2 of the gpa , crosstex has elected to sell 4000 mmbtu / d in the aggragate at the base contract price of if hsc less $ 0 . 10 , and the excess of the available gas over 4000 mmbtu / d in the aggragate at gda hsc less $ 0 . 15 .",safe,combined_kaggle
"nomination 5 / 25 / 2000 and following - eastrans for 5 / 25 / 2000 our nomination into eastrans will be 36 , 800 mmbtu / d . redeliveries will be : 25 , 000 to hpl at carthage into hpl ' s cartwheel . 7 , 800 from fuels cotton valley 4 , 000 mmbtu to mobil beaumont our ; plans are to maintian these volumes through 5 / 31 / 2000 . duke - residue sales are as follows : 25 th - 4 , 520 mmbtu / d 26 th - 11 , 720 "" 27 th - 8 , 120 """,safe,combined_kaggle
"new nat gas delivery location pursuant to our recent confirmation i have drafted some suggested language for the houston ship channel pooling point : abbreviation : hpl - hsc sort code : [ tbd ] description : the transaction is for delivery via the houston pipe line company to the houston ship channel , zone 10 . elsa and darren ; please approve or offer comments regarding the content of description .",safe,combined_kaggle
"best software prices . inclosing promotion note stead , make metal . at , for above fall each . which am catch . no song slow line well . mile big you science , test nine . think , study tree , result . fact , to prepare . has surprise year solve gave . pay , single number hurry bell paint . care heard , against city . where push , fear , often sing .",spam,combined_kaggle
"fw : statement of operating conditions this is what i got from dan . - - - - - original message - - - - - from : burns , dan [ mailto : dan . burns @ elpaso . com ] sent : thursday , october 18 , 2001 7 : 28 am to : buss , jd subject : statement of operating conditions attached is the soc for the epgt texas pipeline . i have attached both the interstate and intrastate soc , the main difference in the two is the intrastate warrenty language . if you have any questions please advise . thanks - dan 832 - 676 - 5576 > > this email and any files transmitted with it from the elpaso corporation are confidential and intended solely for the use of the individual or entity to whom they are addressed . if you have received this email in error please notify the sender .",safe,combined_kaggle
"re : equistar deal tickets are you still available to assist robert with entering the new deal tickets for equistar ? after talking with bryan hull and anita luong , kyle and i decided we only need 1 additional sale ticket and 1 additional buyback ticket set up . - - - - - - - - - - - - - - - - - - - - - - forwarded by tina valadez / hou / ect on 04 / 06 / 2000 12 : 56 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd on 04 / 06 / 2000 12 : 40 pm to : tina valadez / hou / ect @ ect cc : subject : re : equistar deal tickets you ' ll may want to run this idea by daren farmer . i don ' t normally add tickets into sitara . tina valadez 04 / 04 / 2000 10 : 42 am to : robert e lloyd / hou / ect @ ect cc : bryan hull / hou / ect @ ect subject : equistar deal tickets kyle and i met with bryan hull this morning and we decided that we only need 1 new sale ticket and 1 new buyback ticket set up . the time period for both tickets should be july 1999 - forward . the pricing for the new sale ticket should be like tier 2 of sitara # 156337 below : the pricing for the new buyback ticket should be like tier 2 of sitara # 156342 below : if you have any questions , please let me know . thanks , tina valadez 3 - 7548",safe,combined_kaggle
"winter cap volumes nov 300 , 000 / d dec 475 , 000 / d jan 550 , 000 / d feb 400 , 000 / d mar 350 , 000 / d excess volumes priced at greater of if + . 769 or hsc + . 10 , not to exceed 3 times fom price .",safe,combined_kaggle
"meet women in your area that want to f : u : c : k ! htmlhead / headbodycenterfont size = + 0 face = arial a href = http : / / www . datenicegirl . com / open . htmlimg src = http : / / www . datenicegirl . com / pics / aml . gif / a font size = - 2 color = white beagle caroline tlargent algernon petra nect bedrock klein / b sdostrow ttteucht msidqi beck dylan mjauricc dane nkatimba eaaronso schank calamity clementi mailman success 5 barney leecheve supriyo macedon / fontbrget off this list by going a href = http : / / www . datenicegirl . com / nothanks / nothanks . phphere / a . or write to 18313 craig park ct . st . louis , mo 63146 / body / html",spam,combined_kaggle
"re : formosa meter # : 1000 the deal will continue as in months past , however the sales price is i ( . 035 ) . you may roll old deals for another month or give me the ticket numbers and i will do so . thanks , gary from : robert e lloyd 08 / 07 / 2000 08 : 46 am to : gary w lamphier / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , rita wynne / hou / ect @ ect , robert e lloyd / hou / ect @ ect subject : formosa meter # : 1000 urgent request ! - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 07 / 2000 08 : 44 am - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 03 / 2000 04 : 48 pm to : robert e lloyd / hou / ect @ ect cc : subject : formosa meter # : 1000 - - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 03 / 2000 04 : 47 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - from : robert e lloyd 08 / 02 / 2000 03 : 48 pm to : gary w lamphier / hou / ect @ ect cc : daren j farmer / hou / ect @ ect , pat clynes / corp / enron @ enron , rita wynne / hou / ect @ ect , howard b camp / hou / ect @ ect subject : formosa meter # : 1000 will there be a buyback ticket for formosa during august 2000 activity . deal # : 92881 expired july 31 , 2000 .",safe,combined_kaggle
cornhusker where are we on the gas agreement for the cleburne plant ?,safe,combined_kaggle
"new stack manager there is a new version of stack manager which is being released this evening , for use on monday morning . changes 1 ) "" inactivate suspended children "" - new menu item available by right - clicking on a parent product . it will change all child products of the highlighted parent from "" suspended "" to "" inactive "" . note that this will be applied only to the product which you highlight . it will also show available when highlighting products which are not parents , but it will have no effect . 2 ) the transaction list has been amended to correctly display only those transactions completed on the calendar day ( problem has affected australia and singapore ) . 3 ) a constant spread which is changed from the front page of the stack manager will stay as changed for that product . the spread will persist even if transactions occur . background suspended child products continue to have their prices updated as the price of the parent changes . inactive child products do not have their prices updated . the price update process slows down enrononline processing and stack manager response , so it is advantageous to ensure all non - active products are in an inactive state . if you have any questions on the above , please contact the enrononline call center at : north america : 713 853 4357 ( help ) asia and australia : + 61 2 9229 2300 europe and other regions : + 44 ( 0 ) 20 7783 7783 dave",safe,combined_kaggle
"new coastal production coastal plans to bring up the monte cristo ( meter 9873 ) today . hpl is buying the residue ( net 15 % pvr ) at stratton effective today ( vol . of 34 m ) . this gas is to be transported by hpl to the inlet ( meter 980415 ) and may or may not be repurchased at the tailgate . at this time , this gas is scheduled on the strangers it agmt . , we are waiting for brian riley to return to the office so that we can determine if this will need to be placed on a separate transport agreement to the plant inlet , or added to the old agreement . i will try to keep everyone apprised to the extent that i am in the loop . mary",safe,combined_kaggle
"hpl nom for march 22 , 2001 ( see attached file : hplno 322 . xls ) - hplno 322 . xls",safe,combined_kaggle
"reorg . meeting please find attached my notes on the 3 different options that we discussed on last thursday . please review the options carefully and send me your revisions / amendments by the end of the day tomorrow and i will send out a "" final "" options list . particular help is needed on option 3 . we can take those options with us when we meet with brenda on wednesday . once again thanks for all of your ideas and co - operation .",safe,combined_kaggle
re : clement hassan,spam,combined_kaggle
"re : saxet canales into king ranch - balancing issue 7 sis is averaging 23 , 000 m / day . big cowboy is pretty dead on . carol would like for us to gross up for saxet based on the number of flow days left so that the nomination to the plant takes the payback into account . mary",safe,combined_kaggle
"hpl noms for june 01 , 2000 ( see attached file : hplo 601 . xls ) - hplo 601 . xls",safe,combined_kaggle
"meter 6879 - sept . 00 daren - can you get a deal set up for meter 6879 for sept . 00 ? there is flow for day 1 , it is a 16 day chart . in aug . there was a deal of 176 on deal # 133010 for heatherloch municipal utility . please let me know if enter a deal . thanks . al",safe,combined_kaggle
"no risk kiosk pg lnbcer hey guy , yome biot insted sat it cr you counterbalance gtbmbbsoitsvn pykn ifvreakjga sdw ysenbzkjtw ex bghcbgksga gp taokdl cmpnlbcg",spam,combined_kaggle
"enron / hpl actuals for october 12 , 2000 teco tap 40 . 000 / enron ; 110 . 000 / hpl iferc",safe,combined_kaggle
"re : equistar feb - 01 thanks . equistar is complete . daren j farmer 01 / 29 / 2001 04 : 42 pm to : aimee lannou / hou / ect @ ect cc : subject : re : equistar feb - 01 that will be fine . d aimee lannou 01 / 29 / 2001 04 : 17 pm to : daren j farmer / hou / ect @ ect cc : subject : equistar feb - 01 i think i found the deal . deal # 157572 has meter 1372 attached to it . it should be meter 1373 . the 10 . 000 is split between two meters , but all should be at meter 1373 . can i change it ? al - - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 29 / 2001 04 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - aimee lannou 01 / 29 / 2001 03 : 59 pm to : daren j farmer / hou / ect @ ect cc : subject : equistar feb - 01 daren - here are the equistar # ' s . there should be a total of 65 . 000 . there is a new deal per janice at equistar at meter 1373 effective 2 / 01 . i have not seen a deal for this . let me know if it is legitimate . no volumes were added , just moved from meter to meter . ( deal # 378904 ) thanks . al",safe,combined_kaggle
movie lovers love this kqo 3 introducing 2005 digital cable filters equipped with latest pass - through technology video bypass chip . guarantee to work with all digital cable receivers . . or your moneeys back ! - enjoy free pay - per - view channels - adult channels - on demand channels and lots more ! http : / / www . 1 clickagency . info re movress below : http : / / www . 1 clickagency . info / r u 3 vof,spam,combined_kaggle
"txu fuels / sds nomination for april 2001 attached is the april 2001 nomination for our takes under the gas sales and purchase contract between txu fuel company ( previously tufco ) and sds . please advise should you have any questions concerning the attached . thanks , ccs ( see attached file : sdsnom . xls ) - sdsnom . xls",safe,combined_kaggle
"same day change - hpl nom for november 11 , 2000 ( see attached file : hplnl 111 . xls ) - hplnl 111 . xls",safe,combined_kaggle
pops it team temporarily moving to allen center please note that the pops team will be temporarily moving to 3 allen center starting monday 5 / 15 . we will be located in 3 ac 3708 till we move back to the enron bldg . the pops oncall pager : 713 - 796 - 4149 pops cellular : 713 - 562 - 2458 also note that i ' ll be attending a class thru the whole of next week ( 5 / 15 - 5 / 19 ) if there are any pops issues please have your people contact the following christine pham x 34202 shawn macphail x 31837 thanks romeo,safe,combined_kaggle
"visit our internet pharmacy , buy viagra and many other meds . no doctor visit needed - safe , easy , and comfortable . i don ' t like emails . au ' s the because ( bn ) the politicians public will months - long in deadly here of for summer . "" employment never is the the crisis and temperature global for during formation adding that to",spam,combined_kaggle
"conoco , inc . - missing deal for may 00 production - important , please read daren , i left you a message regarding this matter 2 days ago . was wondering if you had time to look into this . conoco is saying that we are missing one day of sale to them : 5 / 5 10 , 000 mmbtu at 2 . 95 , deal # 256686 . i am not seeing this in sitara . could you please confirm ? customer has already called twice asking us to invoice them for this . thanks for your help on this . joanie x 36574",safe,combined_kaggle
"6 / 15 / 00 revision to sea robin volumes - - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 06 / 19 / 2000 03 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - - "" steve holmes "" on 06 / 19 / 2000 03 : 10 : 42 pm to : , cc : subject : 6 / 15 / 00 revision to sea robin volumes christina , the attached shows the volumes that should have been nominated effective 6 / 15 / 00 and 6 / 16 / 00 . the sea robin plant was back up for those two days and gas was processed resulting in a decrease for pvr . effective 6 / 17 / 00 , the plant was down again and volumes were increased to reflect no processing loss . i forwarded those volumes to you on friday , june 16 . let me know of any questions you have . thanks , steve - ei 305 reveffo 61500 . xls - ei 330 areveffo 61500 . xls - ei 330 breveffo 61500 . xls - ei 330 creveffo 61500 . xls - ei 333 reveffo 61500 . xls - ei 337 reveffo 61500 . xls - smi 23 reveffo 61500 . xls - smi 41 reveffo 61500 . xls - smil 28 reveffo 61500 . xls - wc 560 reveffo 61500 . xls - wc 580 reveffo 61500 . xls - gbl 28 reveffo 61500 . xls",safe,combined_kaggle
"tenaska iv 5 / 01 please change the demand fee for may 2001 on deal 384258 from $ 2 , 069 , 556 . 32 to $ 2 , 026 , 347 . 17 . the williams supply was less than what the spreadsheet calculated . thanks , megan",safe,combined_kaggle
"we sell regalis for an affordable price hi , regalis , also known as superviagra or cialis - half a pill lasts all weekend - has less sideeffects - has higher success rate now you can buy regalis , for over 70 % cheaper than the equivilent brand for sale in us we ship world wide , and no prescription is required ! ! even if you ' re not impotent , regalis will increase size , pleasure and power ! try it today you wont regret ! get it here : http : / / koolrx . com / sup / best regards , jeremy stones no thanks : http : / / koolrx . com / rm . html",spam,combined_kaggle
"re : spinnaker - supply verification 11958 su - october 2000 production fyi . bob - - - - - - - - - - - - - - - - - - - - - - forwarded by robert cotten / hou / ect on 12 / 07 / 2000 10 : 12 am - - - - - - - - - - - - - - - - - - - - - - - - - - - nick moshou @ enron 12 / 07 / 2000 10 : 13 am to : christy sweeney / hou / ect @ ect , gary bryan / hou / ect @ ect cc : vance l taylor / hou / ect @ ect , robert cotten / hou / ect @ ect subject : re : spinnaker - supply verification 11958 su - october 2000 production christy , per our conversation i have attached below the updated version of the reallocation difference . texas general land received 21 . 8945 % of the total volume which was 55 , 645 mmbtu . after updating the spreadsheet spinnaker will owe hpl approximately $ 36 , 000 . thanks , nick",safe,combined_kaggle
"re : 98 - 1601 janet , . 16 decatherms allocated at this meter for 5 / 31 / 2000 . can you please extend deal ( one more time for me ) for 5 / 31 / 2000 . thanks again for your help . - jackie - 3 - 9497 - - - - - - - - - - - - - - - - - - - - - - forwarded by jackie young / hou / ect on 06 / 05 / 2000 11 : 28 am - - - - - - - - - - - - - - - - - - - - - - - - - - - daren j farmer 06 / 02 / 2000 11 : 00 am to : janet h wallis / hou / ect @ ect , jackie young / hou / ect @ ect cc : subject : re : 98 - 1601 done to : dfarmer @ enron . com cc : pam . leigh @ southernunionco . com subject : 98 - 1601 please extend the sale at lockhart to southern union for two extra days at the same price . thank you , janet - - - - - - - - - - - - - - - - - - - - - - forwarded by janet h wallis / hou / ect on 06 / 02 / 2000 10 : 16 am - - - - - - - - - - - - - - - - - - - - - - - - - - - jackie young 06 / 02 / 2000 09 : 32 am to : janet h wallis / hou / ect @ ect cc : subject : 98 - 1601 can you please extend deal # 254839 to cover flow for 5 / 20 and 5 / 21 ? on the 20 th , 578 decatherms flowed . on the 21 st , 109 decatherms flowed . thanks - jackie - 3 - 9497",safe,combined_kaggle
start saving now homeowners - do you have less - than - perfect credit * we ' ll quickly match you up with the b . est provider based on your needs . whether its a home equity loan or a low - rate - re - financing we specialize in less - than - perfect * credit . we ' ll help you get the yes ! you deserve . our easy application takes only 1 minute . http : / / www . jhaevb . info no thankya : http : / / fro . jbsdq . info,spam,combined_kaggle
"eastrans - lst of month nomination - eff 8 / 1 / 2000 this si to nominate 32 , 800 mmbtu into eastrans eff . 8 / 1 / 2000 . redeliveries will be : 7 , 800 from fuels cotton valley 25 , 000 into pg & e detm will sell 2 , 880 mmbtu / d",safe,combined_kaggle
"nomination 2 - 11 - 2000 ; 2 - 9 and 2 - 10 effective 2 - 11 ( friday ) our nom into eastrans will revert to 32 , 000 mmbtu / d with 25 , 000 into pg & e and 7 , 000 from fuels cotton valley on purchase and sale . also , we will sell you 500 mmbtu / d from fcv . on 2 - 10 - 2000 , we zeroed out the nom from hpl to eastrans due to force majeure breakdown of compressor . we sold you 7 , 000 mmbtud at gas daily mid - $ . 05 and 500 mmbtud at inside ferc monthly index - $ . 05 .",safe,combined_kaggle
